season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
1,1,0,1,15.58,19.695,46,19.999499999999998,126
4,0,0,1,12.299999999999999,14.395,49,19.0012,219
4,0,1,2,22.96,26.515,78,0,313
3,0,1,1,32.800000000000004,34.85,28.999999999999996,0,142
4,0,1,2,18.04,21.97,57.99999999999999,7.0015,138
1,1,0,3,12.299999999999999,13.635,81,22.0028,103
2,0,1,1,22.14,25.759999999999998,22,19.0012,259
1,0,1,2,12.299999999999999,15.15,49,8.9981,222
1,0,0,3,18.04,21.97,100,15.001299999999999,39
1,0,1,1,9.84,10.605,35,19.0012,61
1,0,1,2,18.86,22.725,63,0,188
3,0,0,1,30.34,33.335,45,19.999499999999998,433
3,0,1,2,29.52,33.335,57.99999999999999,15.001299999999999,164
2,0,1,3,13.940000000000001,15.15,71,23.9994,129
4,0,0,1,16.400000000000002,20.455000000000002,43,15.001299999999999,345
1,0,1,2,15.58,19.695,46,19.999499999999998,88
2,0,1,1,24.599999999999998,29.544999999999998,69,12.998,265
1,0,0,1,22.96,26.515,68,11.0014,651
2,0,1,2,22.96,26.515,49,6.0032,184
4,0,0,1,23.779999999999998,27.275,35,36.9974,456
3,0,1,1,31.16,33.335,31,15.001299999999999,217
3,0,1,1,36.08,44.695,56.00000000000001,22.0028,135
4,0,1,1,19.68,23.485,48,35.0008,199
1,0,1,1,11.48,13.635,24,16.997899999999998,71
1,0,1,1,20.5,24.240000000000002,28.999999999999996,22.0028,160
1,0,0,1,7.38,6.819999999999999,37,30.002599999999997,83
3,0,1,1,36.08,40.15,39,15.001299999999999,300
3,0,1,1,29.52,32.574999999999996,30,6.0032,651
4,0,1,1,21.32,25,45,19.0012,328
2,0,1,1,28.7,31.819999999999997,42,0,336
1,0,0,1,11.48,13.635,36,16.997899999999998,91
1,0,0,1,16.400000000000002,20.455000000000002,40,12.998,328
3,0,1,2,22.96,26.515,94,8.9981,103
2,0,1,2,29.52,33.335,54,23.9994,145
3,1,0,1,32.800000000000004,36.364999999999995,46,0,408
1,0,1,2,10.66,13.635,56.00000000000001,8.9981,93
4,0,0,1,13.120000000000001,14.395,45,27.999299999999998,283
4,0,1,1,22.96,26.515,56.00000000000001,19.999499999999998,199
4,0,0,1,15.58,19.695,54,16.997899999999998,456
4,0,1,1,27.060000000000002,31.06,61,11.0014,195
2,0,1,1,31.16,34.85,52,12.998,215
1,0,1,1,12.299999999999999,12.879999999999999,39,32.9975,161
3,0,0,1,30.34,34.85,70,12.998,370
1,0,1,1,16.400000000000002,20.455000000000002,50,31.0009,194
4,0,1,1,22.96,26.515,37,31.0009,371
2,0,1,1,36.9,40.910000000000004,37,6.0032,136
3,0,1,1,30.34,32.574999999999996,35,26.0027,207
2,0,1,1,19.68,23.485,28.999999999999996,46.0022,301
2,0,1,1,22.14,25.759999999999998,42,8.9981,145
4,0,1,2,14.76,17.424999999999997,53,11.0014,212
4,0,1,1,11.48,14.395,52,7.0015,145
2,0,0,2,22.14,25.759999999999998,94,8.9981,216
3,0,0,1,30.34,32.574999999999996,40,12.998,644
1,1,0,2,9.84,9.85,41,27.999299999999998,228
3,0,0,1,32.800000000000004,37.88,55.00000000000001,32.9975,694
3,0,1,1,33.62,36.364999999999995,36,11.0014,192
2,0,1,2,24.599999999999998,29.544999999999998,73,22.0028,134
4,0,1,1,17.22,21.21,38,12.998,278
4,0,1,1,26.240000000000002,31.06,41,15.001299999999999,219
2,0,1,2,31.16,34.85,55.00000000000001,19.999499999999998,243
2,0,1,1,31.98,34.089999999999996,35,0,180
2,0,1,2,29.52,32.574999999999996,37,27.999299999999998,320
2,0,1,1,28.7,31.819999999999997,34,15.001299999999999,211
4,0,1,1,22.96,26.515,56.00000000000001,19.999499999999998,173
2,0,0,3,25.419999999999998,30.305,69,12.998,316
3,0,1,1,31.16,36.364999999999995,66,19.0012,163
2,0,1,1,27.060000000000002,31.06,74,16.997899999999998,188
3,0,1,1,31.98,35.605,52,19.0012,193
2,1,0,1,31.16,35.605,62,8.9981,525
2,0,1,1,14.76,16.665,32,22.0028,133
2,0,1,1,19.68,23.485,33,35.0008,279
3,0,0,2,23.779999999999998,27.275,56.00000000000001,8.9981,311
1,0,1,1,15.58,19.695,37,0,94
4,0,1,2,15.58,19.695,54,6.0032,151
2,0,0,1,31.16,34.85,55.00000000000001,0,327
4,0,1,2,18.04,21.97,47,15.001299999999999,141
2,0,1,1,28.7,32.574999999999996,65,6.0032,292
2,0,0,2,15.58,19.695,43,0,381
4,0,1,1,18.04,21.97,41,19.0012,232
1,0,1,1,14.76,18.18,46,0,198
4,0,0,2,16.400000000000002,20.455000000000002,82,22.0028,125
2,0,1,1,28.7,32.574999999999996,54,0,253
3,0,1,1,34.44,37.88,44,19.999499999999998,151
4,0,0,1,18.04,21.97,51,0,309
2,0,1,1,22.96,26.515,37,27.999299999999998,247
4,0,1,1,18.86,22.725,38,12.998,274
2,0,1,1,33.62,38.635000000000005,52,19.0012,197
1,0,1,2,8.200000000000001,9.85,37,16.997899999999998,59
1,0,0,1,12.299999999999999,13.635,39,31.0009,120
3,0,1,1,32.800000000000004,38.635000000000005,59,16.997899999999998,253
1,0,1,1,14.76,16.665,50,16.997899999999998,191
3,0,1,1,33.62,35.605,32,0,248
3,0,0,1,32.800000000000004,36.364999999999995,46,16.997899999999998,366
4,0,1,2,20.5,24.240000000000002,55.00000000000001,23.9994,164
4,0,1,2,14.76,18.18,62,7.0015,213
3,0,1,2,30.34,35.605,74,8.9981,78
3,0,1,2,31.98,36.364999999999995,55.00000000000001,6.0032,285
4,0,0,1,10.66,12.879999999999999,60,15.001299999999999,228
3,0,1,1,30.34,34.089999999999996,55.00000000000001,6.0032,151
2,0,1,2,26.240000000000002,30.305,73,0,243
2,0,1,1,31.16,33.335,37,11.0014,153
3,0,1,1,32.800000000000004,34.089999999999996,24,23.9994,270
2,0,1,3,12.299999999999999,15.15,87,8.9981,76
2,0,0,1,24.599999999999998,31.06,40,12.998,373
3,0,0,1,35.26,40.15,47,35.0008,491
2,0,0,2,18.04,21.97,88,11.0014,414
2,0,1,1,29.52,32.574999999999996,39,22.0028,369
2,0,0,1,25.419999999999998,31.06,41,16.997899999999998,679
4,0,0,1,18.04,21.97,35,0,573
2,0,0,2,17.22,21.21,88,8.9981,230
4,0,0,1,18.86,22.725,36,12.998,670
2,0,1,2,20.5,24.240000000000002,82,19.0012,44
2,0,1,1,27.880000000000003,31.06,26,16.997899999999998,248
2,0,1,1,20.5,24.240000000000002,42,22.0028,101
3,0,1,1,32.800000000000004,38.635000000000005,59,16.997899999999998,354
4,0,1,3,12.299999999999999,13.635,81,23.9994,126
4,0,0,3,14.76,17.424999999999997,81,11.0014,256
4,0,1,1,13.940000000000001,15.909999999999998,31,15.001299999999999,177
1,0,1,1,13.120000000000001,15.15,22,15.001299999999999,140
1,0,0,2,18.86,22.725,72,19.0012,106
1,0,0,2,18.86,22.725,82,11.0014,544
4,0,1,1,25.419999999999998,31.06,28.999999999999996,11.0014,315
4,0,1,2,15.58,19.695,54,11.0014,201
2,0,1,1,26.240000000000002,31.06,27,19.0012,257
3,0,1,1,31.16,34.089999999999996,48,27.999299999999998,236
1,0,1,2,13.120000000000001,14.395,39,23.9994,224
4,0,1,1,22.96,26.515,56.00000000000001,19.999499999999998,202
2,0,1,3,16.400000000000002,20.455000000000002,50,0,242
2,0,1,1,30.34,32.574999999999996,28.000000000000004,0,178
1,0,0,2,2.46,5.305,38,7.0015,70
1,0,0,1,5.74,3.7900000000000005,39,43.000600000000006,140
1,1,0,1,16.400000000000002,20.455000000000002,50,22.0028,121
2,0,1,1,37.72,43.94,40,12.998,118
4,0,1,1,17.22,21.21,50,12.998,213
2,0,1,3,24.599999999999998,28.03,83,16.997899999999998,184
1,0,1,2,10.66,15.15,52,0,137
3,0,1,1,35.26,37.12,30,15.001299999999999,203
3,0,1,1,31.16,34.089999999999996,48,7.0015,290
2,0,1,1,36.08,40.910000000000004,42,8.9981,149
3,0,0,1,22.96,26.515,60,8.9981,376
3,0,1,1,31.98,37.12,59,11.0014,323
1,0,1,1,24.599999999999998,28.79,78,12.998,284
3,0,1,1,31.98,34.089999999999996,31,12.998,163
4,1,0,1,24.599999999999998,30.305,60,15.001299999999999,420
2,0,0,1,26.240000000000002,31.06,53,0,582
3,0,1,2,26.240000000000002,29.544999999999998,78,6.0032,193
2,0,1,2,20.5,24.240000000000002,63,15.001299999999999,112
3,0,0,1,34.44,35.605,20,0,392
1,0,1,2,20.5,24.240000000000002,88,11.0014,180
2,0,0,1,30.34,34.089999999999996,57.99999999999999,15.001299999999999,382
3,0,0,1,28.7,32.574999999999996,65,15.001299999999999,353
1,0,1,1,14.76,17.424999999999997,81,15.001299999999999,173
2,0,0,1,31.16,35.605,57.99999999999999,12.998,498
1,1,0,1,8.200000000000001,9.09,55.00000000000001,22.0028,185
1,0,1,2,9.02,12.879999999999999,80,6.0032,54
4,0,1,3,18.86,22.725,94,8.9981,58
1,0,1,3,18.86,22.725,94,15.001299999999999,32
1,0,1,2,5.74,6.0600000000000005,43,16.997899999999998,91
1,0,1,3,22.14,25.759999999999998,60,31.0009,115
3,0,1,1,31.16,33.335,33,12.998,232
2,0,1,1,31.16,35.605,57.99999999999999,7.0015,227
2,0,0,1,29.52,33.335,57.99999999999999,16.997899999999998,358
3,0,1,1,32.800000000000004,36.364999999999995,46,6.0032,286
2,0,1,3,18.04,21.97,72,7.0015,51
2,1,0,1,30.34,33.335,45,19.999499999999998,263
2,0,0,2,30.34,34.089999999999996,55.00000000000001,6.0032,396
2,0,0,2,24.599999999999998,30.305,64,6.0032,558
2,0,1,1,36.9,41.665,39,11.0014,147
1,0,1,1,18.86,22.725,47,15.001299999999999,186
1,0,1,1,13.120000000000001,16.665,24,8.9981,115
4,0,1,2,14.76,15.909999999999998,53,30.002599999999997,226
3,0,1,3,27.880000000000003,31.819999999999997,83,30.002599999999997,88
4,1,0,1,18.04,21.97,35,0,262
3,0,1,1,29.52,33.335,54,7.0015,163
1,0,1,2,19.68,23.485,72,0,202
4,0,0,2,13.940000000000001,18.18,76,0,509
2,0,0,1,27.880000000000003,31.819999999999997,54,16.997899999999998,602
1,0,1,1,8.200000000000001,11.365,59,7.0015,55
1,0,1,1,10.66,10.605,33,36.9974,129
1,0,1,1,9.02,11.365,47,8.9981,71
3,0,0,2,28.7,32.574999999999996,70,7.0015,504
2,0,0,1,24.599999999999998,31.06,49,8.9981,390
2,0,1,1,18.04,21.97,33,0,276
4,0,1,2,28.7,33.335,74,11.0014,187
3,0,1,1,30.34,34.089999999999996,57.99999999999999,15.001299999999999,212
2,0,1,1,36.9,40.910000000000004,37,0,140
4,0,1,3,11.48,12.879999999999999,87,26.0027,76
1,0,1,1,16.400000000000002,20.455000000000002,62,19.0012,207
2,0,0,3,15.58,19.695,82,23.9994,52
1,0,0,1,12.299999999999999,13.635,39,27.999299999999998,135
2,0,1,1,30.34,34.089999999999996,62,19.0012,204
2,0,1,1,36.9,40.910000000000004,37,12.998,154
2,0,1,2,26.240000000000002,31.06,53,16.997899999999998,243
2,1,0,1,22.14,25.759999999999998,52,16.997899999999998,180
2,0,1,2,22.96,26.515,78,0,225
3,0,1,1,37.72,40.910000000000004,31,12.998,221
2,0,1,1,34.44,37.88,44,7.0015,189
3,0,1,2,32.800000000000004,37.12,52,11.0014,314
2,0,0,1,25.419999999999998,31.06,56.99999999999999,0,615
1,0,1,2,10.66,12.879999999999999,44,11.0014,203
4,0,0,2,19.68,23.485,48,15.001299999999999,310
1,0,1,1,9.84,12.879999999999999,21,7.0015,78
4,0,0,1,20.5,24.240000000000002,59,16.997899999999998,413
1,0,1,1,9.02,11.365,55.00000000000001,11.0014,55
2,0,1,1,18.86,22.725,31,0,291
4,0,0,1,26.240000000000002,31.06,44,6.0032,455
1,0,1,1,10.66,13.635,35,7.0015,67
4,0,1,1,21.32,25,39,15.001299999999999,272
4,0,0,1,15.58,19.695,46,15.001299999999999,504
4,0,1,1,30.34,32.574999999999996,37,15.001299999999999,400
2,0,1,1,24.599999999999998,31.06,40,30.002599999999997,213
1,0,1,1,9.02,9.85,44,23.9994,49
2,0,0,3,15.58,19.695,87,22.0028,61
2,0,0,1,26.240000000000002,31.06,36,11.0014,559
4,0,1,2,25.419999999999998,28.03,88,0,105
2,0,1,2,32.800000000000004,36.364999999999995,43,19.0012,146
1,0,1,1,12.299999999999999,13.635,42,27.999299999999998,96
4,0,0,1,24.599999999999998,31.06,40,16.997899999999998,750
2,0,1,2,23.779999999999998,27.275,78,19.0012,138
3,0,0,2,28.7,33.335,79,15.001299999999999,281
4,0,1,2,20.5,24.240000000000002,77,8.9981,162
3,1,0,2,31.16,35.605,62,19.999499999999998,543
2,0,1,2,25.419999999999998,31.06,38,16.997899999999998,202
4,0,0,1,16.400000000000002,20.455000000000002,66,15.001299999999999,357
3,0,0,1,32.800000000000004,37.12,49,23.9994,569
4,0,1,1,22.96,26.515,37,26.0027,381
1,0,1,2,13.940000000000001,17.424999999999997,81,7.0015,144
1,0,1,1,12.299999999999999,15.15,39,8.9981,86
1,0,1,1,21.32,25,36,22.0028,175
3,1,0,2,30.34,34.85,70,8.9981,389
4,0,1,1,15.58,19.695,46,19.0012,187
4,0,1,1,18.86,22.725,38,19.999499999999998,299
2,0,1,2,22.96,26.515,49,11.0014,169
4,0,1,1,14.76,17.424999999999997,50,15.001299999999999,313
2,0,1,2,30.34,33.335,48,16.997899999999998,204
3,0,1,2,30.34,34.85,70,7.0015,140
4,0,1,1,29.52,32.574999999999996,42,11.0014,468
2,0,0,1,22.14,25.759999999999998,34,0,653
3,0,0,3,29.52,34.85,74,23.9994,626
1,0,1,1,12.299999999999999,15.15,39,8.9981,164
4,0,0,1,19.68,23.485,33,12.998,597
3,0,1,1,35.26,40.15,47,19.999499999999998,326
2,1,0,1,21.32,25,55.00000000000001,19.0012,200
2,0,1,3,17.22,21.21,82,16.997899999999998,95
4,0,1,1,21.32,25,68,11.0014,268
4,0,1,1,24.599999999999998,31.06,40,11.0014,271
3,0,1,1,31.98,36.364999999999995,55.00000000000001,12.998,220
4,0,1,3,18.04,21.97,100,8.9981,33
2,0,0,1,30.34,32.574999999999996,33,15.001299999999999,451
4,0,1,1,21.32,25,68,12.998,312
3,0,0,1,37.72,43.18,37,7.0015,235
3,0,1,2,23.779999999999998,27.275,60,6.0032,189
3,0,1,1,37.72,41.665,33,22.0028,241
2,0,1,2,27.060000000000002,31.06,61,15.001299999999999,471
3,0,1,1,32.800000000000004,37.12,52,23.9994,187
1,0,1,2,7.38,9.85,55.00000000000001,8.9981,86
1,0,1,1,13.940000000000001,15.15,49,27.999299999999998,131
4,0,1,1,12.299999999999999,15.909999999999998,42,6.0032,212
3,0,1,1,30.34,33.335,51,19.0012,184
2,0,0,1,21.32,25,83,26.0027,312
2,0,0,1,23.779999999999998,27.275,35,16.997899999999998,678
2,0,0,1,29.52,32.574999999999996,30,6.0032,730
2,0,1,1,22.14,25.759999999999998,49,0,264
2,0,1,2,28.7,33.335,74,23.9994,310
4,0,1,3,16.400000000000002,20.455000000000002,94,12.998,36
1,0,1,2,4.92,6.819999999999999,42,12.998,63
4,0,1,2,18.04,21.97,54,8.9981,175
3,0,1,1,24.599999999999998,31.06,43,16.997899999999998,313
2,0,1,2,23.779999999999998,27.275,49,12.998,144
3,0,0,1,36.08,38.635000000000005,30,16.997899999999998,428
4,0,1,1,22.14,25.759999999999998,49,11.0014,196
4,0,1,1,27.880000000000003,31.819999999999997,51,19.999499999999998,167
3,0,1,1,30.34,32.574999999999996,37,7.0015,221
3,0,1,1,32.800000000000004,38.635000000000005,59,12.998,165
2,0,0,1,31.16,36.364999999999995,66,15.001299999999999,564
1,1,0,2,7.38,10.605,43,7.0015,86
3,0,1,1,36.08,44.695,56.00000000000001,19.999499999999998,102
4,0,1,1,18.04,21.97,54,16.997899999999998,251
2,0,0,2,19.68,23.485,55.00000000000001,15.001299999999999,561
1,0,1,1,23.779999999999998,27.275,35,15.001299999999999,211
3,0,0,1,35.26,40.15,47,12.998,322
1,0,1,2,19.68,23.485,88,23.9994,51
4,0,1,3,18.04,21.97,100,12.998,25
3,0,1,2,35.26,40.15,47,19.0012,345
4,0,1,2,13.120000000000001,14.395,53,23.9994,161
2,0,1,2,25.419999999999998,29.544999999999998,73,16.997899999999998,171
2,0,1,2,23.779999999999998,27.275,68,12.998,219
2,0,1,1,13.120000000000001,15.15,22,15.001299999999999,80
2,0,1,1,26.240000000000002,30.305,65,12.998,204
1,0,0,2,13.120000000000001,15.909999999999998,45,12.998,237
2,0,0,2,27.060000000000002,31.06,54,15.001299999999999,455
4,0,1,3,24.599999999999998,25,100,6.0032,24
4,0,0,1,22.96,26.515,35,12.998,640
4,0,0,1,24.599999999999998,31.06,43,16.997899999999998,760
2,0,0,2,24.599999999999998,30.305,64,0,565
1,0,1,2,8.200000000000001,9.85,40,16.997899999999998,50
1,0,0,2,13.940000000000001,15.15,36,22.0028,211
3,0,0,1,32.800000000000004,37.12,49,19.999499999999998,472
4,0,1,1,25.419999999999998,30.305,27,12.998,282
1,0,1,2,10.66,14.395,56.00000000000001,6.0032,106
2,0,1,1,22.14,25.759999999999998,30,39.000699999999995,192
3,0,1,1,34.44,12.120000000000001,36,26.0027,357
4,0,1,2,18.04,21.97,54,8.9981,181
2,0,0,1,26.240000000000002,31.06,56.99999999999999,15.001299999999999,531
4,0,1,2,13.940000000000001,16.665,71,12.998,240
2,0,1,2,25.419999999999998,31.06,56.99999999999999,15.001299999999999,280
4,0,0,1,25.419999999999998,31.06,41,19.999499999999998,682
1,0,1,2,15.58,19.695,25,7.0015,98
2,0,1,1,26.240000000000002,31.06,38,12.998,270
3,0,1,1,37.72,43.18,37,8.9981,202
4,0,1,1,28.7,32.574999999999996,61,16.997899999999998,267
1,0,1,1,20.5,24.240000000000002,42,16.997899999999998,224
3,0,0,1,32.800000000000004,37.12,49,19.999499999999998,538
1,0,1,2,15.58,19.695,28.999999999999996,26.0027,224
2,0,0,1,17.22,21.21,38,7.0015,440
4,0,0,1,14.76,17.424999999999997,81,11.0014,329
2,0,0,1,29.52,33.335,57.99999999999999,7.0015,550
1,0,1,3,12.299999999999999,16.665,81,0,55
3,0,0,1,30.34,33.335,42,12.998,505
3,0,0,3,24.599999999999998,28.03,83,11.0014,354
3,0,0,1,31.16,36.364999999999995,66,11.0014,435
3,0,1,1,33.62,36.364999999999995,38,6.0032,346
1,0,0,2,16.400000000000002,20.455000000000002,30,27.999299999999998,161
4,0,1,2,28.7,33.335,74,15.001299999999999,151
3,0,1,1,35.26,36.364999999999995,25,22.0028,254
2,0,0,1,27.880000000000003,31.819999999999997,36,22.0028,637
2,0,1,1,13.940000000000001,15.15,53,23.9994,95
3,0,1,1,30.34,33.335,43,8.9981,260
1,0,1,1,14.76,18.18,32,7.0015,190
1,0,1,1,15.58,19.695,32,22.0028,86
1,0,0,1,12.299999999999999,15.909999999999998,33,7.0015,182
1,0,0,2,14.76,16.665,66,19.999499999999998,93
2,0,1,1,19.68,23.485,28.999999999999996,26.0027,490
3,0,0,3,27.060000000000002,30.305,83,26.0027,43
1,0,0,1,14.76,16.665,51,23.9994,157
1,0,0,1,15.58,19.695,28.999999999999996,23.9994,154
1,0,1,1,11.48,12.879999999999999,28.000000000000004,22.0028,118
1,0,1,1,14.76,16.665,40,19.0012,95
4,0,1,1,21.32,25,48,11.0014,179
1,0,1,1,7.38,8.334999999999999,40,16.997899999999998,69
3,0,1,1,35.26,37.88,34,15.001299999999999,230
2,0,0,3,21.32,25,94,15.001299999999999,183
1,0,1,2,12.299999999999999,15.15,56.00000000000001,11.0014,108
3,0,1,3,24.599999999999998,25.759999999999998,94,31.0009,143
1,0,1,2,15.58,19.695,54,19.999499999999998,88
4,0,1,1,12.299999999999999,13.635,49,23.9994,124
3,0,1,1,32.800000000000004,34.85,33,7.0015,248
4,0,0,2,15.58,19.695,76,8.9981,310
3,0,0,1,31.16,34.089999999999996,43,19.0012,463
4,0,1,3,18.86,22.725,100,12.998,71
3,0,0,1,32.800000000000004,37.12,49,15.001299999999999,483
3,0,1,1,28.7,31.819999999999997,39,6.0032,237
3,0,1,1,34.44,36.364999999999995,30,23.9994,180
4,0,1,2,13.120000000000001,16.665,53,8.9981,111
4,0,1,3,17.22,21.21,100,6.0032,35
3,0,1,1,30.34,33.335,51,11.0014,189
3,0,0,1,36.08,40.910000000000004,42,19.999499999999998,527
4,0,0,3,16.400000000000002,20.455000000000002,62,15.001299999999999,308
2,0,1,1,25.419999999999998,31.06,43,12.998,381
1,0,0,3,9.02,13.635,100,0,55
3,0,1,3,28.7,33.335,84,11.0014,229
1,0,0,2,8.200000000000001,9.09,59,23.9994,98
3,0,1,1,30.34,34.089999999999996,57.99999999999999,19.0012,178
2,0,1,1,25.419999999999998,30.305,23,15.001299999999999,334
4,0,1,1,16.400000000000002,20.455000000000002,40,15.001299999999999,154
1,0,1,1,9.02,10.605,32,19.999499999999998,156
2,0,1,2,22.96,26.515,88,19.0012,185
1,0,1,2,14.76,18.18,56.99999999999999,6.0032,60
2,0,1,2,26.240000000000002,30.305,73,0,278
2,0,1,1,27.880000000000003,31.819999999999997,65,8.9981,248
1,0,1,2,15.58,19.695,76,22.0028,103
3,0,1,1,28.7,31.819999999999997,34,8.9981,323
